%time,field.header.seq,field.header.stamp,field.header.frame_id,field.lat,field.lon,field.alt,field.utm_east,field.utm_north,field.fix,field.zone_num,field.zone_letter
1582824854929674128,2084,1582824854926076889,,42.3374138533,-71.0870569733,2.858,328067.422012,4689349.48502,5,19,T
1582824855830525417,2085,1582824855826823949,,42.337414045,-71.0870570133,2.865,328067.419239,4689349.50638,5,19,T
1582824856728147470,2086,1582824856724656105,,42.3374142367,-71.087057025,2.867,328067.4188,4689349.52769,5,19,T
1582824857629712226,2087,1582824857626070976,,42.3374144933,-71.0870569167,2.862,328067.428424,4689349.55597,5,19,T
1582824858540575452,2088,1582824858529345989,,42.337414685,-71.0870569133,2.861,328067.429221,4689349.57725,5,19,T
1582824859451979448,2089,1582824859442842006,,42.3374168783,-71.0870519617,2.602,328067.843136,4689349.81079,4,19,T
1582824860429354008,2090,1582824860427146911,,42.337416855,-71.0870520117,2.604,328067.838954,4689349.8083,4,19,T
1582824861431050055,2091,1582824861427459955,,42.3374168767,-71.0870518,2.579,328067.856451,4689349.81027,4,19,T
1582824862429017720,2092,1582824862425477981,,42.3374168217,-71.0870518617,2.585,328067.85122,4689349.80429,4,19,T
1582824863432031858,2093,1582824863428302049,,42.33741687,-71.08705182,2.58,328067.854785,4689349.80958,4,19,T
1582824864430614483,2094,1582824864429550886,,42.3374168467,-71.0870518183,2.58,328067.854858,4689349.80698,4,19,T
1582824865432823648,2095,1582824865432312011,,42.3374168433,-71.0870518517,2.581,328067.852103,4689349.80668,4,19,T
1582824866430644840,2096,1582824866426877975,,42.337416895,-71.087051925,2.6,328067.846203,4689349.81256,4,19,T
1582824867430832354,2097,1582824867427251100,,42.337416935,-71.0870518633,2.591,328067.851392,4689349.81688,4,19,T
1582824868428872310,2098,1582824868425251007,,42.3374168833,-71.0870519767,2.599,328067.841914,4689349.81137,4,19,T
1582824869428886070,2099,1582824869427839040,,42.33741689,-71.0870519133,2.593,328067.84715,4689349.81198,4,19,T
1582824870429132791,2100,1582824870425448894,,42.337417025,-71.087051775,2.583,328067.858914,4689349.8267,4,19,T
1582824871230572966,2101,1582824871226706981,,42.3374170533,-71.087051755,2.589,328067.860639,4689349.8298,4,19,T
1582824872025371928,2102,1582824872024274110,,42.337417015,-71.08705178,2.589,328067.858475,4689349.8256,4,19,T
1582824872834994885,2103,1582824872830985069,,42.337416335,-71.08705035,2.588,328067.974431,4689349.7472,5,19,T
1582824873832362999,2104,1582824873826566934,,42.337416435,-71.0870499333,2.569,328068.00903,4689349.75746,5,19,T
1582824874828575218,2105,1582824874824920892,,42.3374163083,-71.087049875,2.556,328068.01349,4689349.74327,5,19,T
1582824875629178959,2106,1582824875625597000,,42.3374162767,-71.0870498033,2.55,328068.019308,4689349.73961,5,19,T
1582824876430332626,2107,1582824876430078983,,42.3374162367,-71.0870497033,2.549,328068.027438,4689349.73497,5,19,T
1582824877431421799,2108,1582824877427737951,,42.3374161883,-71.08704964,2.544,328068.032524,4689349.72947,5,19,T
1582824878234224804,2109,1582824878230735063,,42.3374160883,-71.08704965,2.546,328068.031427,4689349.71839,5,19,T
1582824879029048838,2110,1582824879025304079,,42.3374159867,-71.0870496017,2.549,328068.035132,4689349.707,5,19,T
1582824879832411968,2111,1582824879828984975,,42.3374159967,-71.0870494133,2.534,328068.050675,4689349.70773,5,19,T
1582824880629637984,2112,1582824880626089096,,42.3374159117,-71.0870494133,2.537,328068.050443,4689349.69829,5,19,T
1582824881630705946,2113,1582824881626887083,,42.3374158733,-71.087049355,2.538,328068.055145,4689349.69392,5,19,T
1582824882625788259,2114,1582824882624757051,,42.3374117017,-71.0870421717,2.202,328068.635566,4689349.21616,5,19,T
1582824883730447944,2115,1582824883725528001,,42.3374116933,-71.08704208,2.191,328068.643095,4689349.21505,5,19,T
1582824884830448502,2116,1582824884826841115,,42.3374116683,-71.0870420133,2.189,328068.648519,4689349.21214,5,19,T
1582824885931224161,2117,1582824885927990913,,42.3374116133,-71.0870419617,2.175,328068.652626,4689349.20593,5,19,T
1582824887031098975,2118,1582824887027359962,,42.33741164,-71.0870418683,2.172,328068.660387,4689349.2087,5,19,T
1582824888122964453,2119,1582824888122358083,,42.3374116217,-71.0870418333,2.164,328068.663221,4689349.20659,5,19,T
